purl,id,ecosystem,cve,cpe
pkg:pypi/aubio,PYSEC-2017-75,pypi,CVE-2017-17054,cpe:2.3:a:aubio:aubio:0.4.6:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2017-76,pypi,CVE-2017-17554,cpe:2.3:a:aubio:aubio:0.4.6:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2017-77,pypi,CVE-2017-17555,cpe:2.3:a:aubio:aubio:0.4.6:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2017-77,pypi,CVE-2017-17555,cpe:2.3:a:ffmpeg:ffmpeg:3.4.1:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2017-77,pypi,CVE-2017-17555,cpe:2.3:a:ffmpeg:libswresample:*:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-61,pypi,CVE-2018-14521,cpe:2.3:a:aubio:aubio:0.4.6:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-62,pypi,CVE-2018-14522,cpe:2.3:a:aubio:aubio:0.4.6:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-62,pypi,CVE-2018-14522,cpe:2.3:o:opensuse:leap:15.0:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-62,pypi,CVE-2018-14522,cpe:2.3:o:opensuse:leap:42.3:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-62,pypi,CVE-2018-14522,cpe:2.3:o:suse:linux_enterprise:15.0:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-63,pypi,CVE-2018-14523,cpe:2.3:a:aubio:aubio:0.4.6:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-63,pypi,CVE-2018-14523,cpe:2.3:o:opensuse:leap:15.0:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-63,pypi,CVE-2018-14523,cpe:2.3:o:opensuse:leap:42.3:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2018-63,pypi,CVE-2018-14523,cpe:2.3:o:suse:linux_enterprise:15.0:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2019-162,pypi,CVE-2018-19800,cpe:2.3:a:aubio:aubio:*:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2019-163,pypi,CVE-2018-19801,cpe:2.3:a:aubio:aubio:*:*:*:*:*:*:*:*
pkg:pypi/aubio,PYSEC-2019-164,pypi,CVE-2018-19802,cpe:2.3:a:aubio:aubio:*:*:*:*:*:*:*:*
pkg:pypi/autobahn,GHSA-gwp7-vqr5-h33h,pypi,CVE-2020-35678,cpe:2.3:a:crossbar:autobahn:*:*:*:*:*:*:*:*
pkg:pypi/autobahn,PYSEC-2020-25,pypi,CVE-2020-35678,cpe:2.3:a:crossbar:autobahn:*:*:*:*:*:*:*:*
pkg:pypi/aws-encryption-sdk,PYSEC-2020-261,pypi,CVE-2020-8897,cpe:2.3:a:amazon:aws_encryption_sdk:*:*:*:*:*:*:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-861,pypi,CVE-2021-40828,cpe:2.3:a:amazon:amazon_web_services_aws-c-io:*:*:*:*:*:*:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-861,pypi,CVE-2021-40828,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:c\+\+:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-861,pypi,CVE-2021-40828,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:java:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-861,pypi,CVE-2021-40828,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:node.js:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-861,pypi,CVE-2021-40828,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:python:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-861,pypi,CVE-2021-40828,cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-862,pypi,CVE-2021-40829,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:c\+\+:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-862,pypi,CVE-2021-40829,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:java:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-862,pypi,CVE-2021-40829,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:node.js:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-862,pypi,CVE-2021-40829,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:python:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-862,pypi,CVE-2021-40829,cpe:2.3:o:apple:macos:-:*:*:*:*:*:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-863,pypi,CVE-2021-40830,cpe:2.3:a:amazon:amazon_web_services_aws-c-io:0.10.4:*:*:*:*:*:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-863,pypi,CVE-2021-40830,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:c\+\+:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-863,pypi,CVE-2021-40830,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:java:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-863,pypi,CVE-2021-40830,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:node.js:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-863,pypi,CVE-2021-40830,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:python:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-863,pypi,CVE-2021-40830,cpe:2.3:o:linux:linux_kernel:-:*:*:*:*:*:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-863,pypi,CVE-2021-40830,cpe:2.3:o:opengroup:unix:-:*:*:*:*:*:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-864,pypi,CVE-2021-40831,cpe:2.3:a:amazon:amazon_web_services_aws-c-io:0.10.7:*:*:*:*:*:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-864,pypi,CVE-2021-40831,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:c\+\+:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-864,pypi,CVE-2021-40831,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:java:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-864,pypi,CVE-2021-40831,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:node.js:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-864,pypi,CVE-2021-40831,cpe:2.3:a:amazon:amazon_web_services_internet_of_things_device_software_development_kit_v2:*:*:*:*:*:python:*:*
pkg:pypi/awsiotsdk,PYSEC-2021-864,pypi,CVE-2021-40831,cpe:2.3:o:apple:macos:-:*:*:*:*:*:*:*
pkg:pypi/azure-cli,GHSA-47xc-9rr2-q7p4,pypi,CVE-2022-39327,cpe:2.3:a:microsoft:azure_command-line_interface:*:*:*:*:*:*:*:*
pkg:pypi/azure-cli,GHSA-47xc-9rr2-q7p4,pypi,CVE-2022-39327,cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*
pkg:pypi/b2,GHSA-8wr4-2wm6-w3pr,pypi,CVE-2022-23653,cpe:2.3:a:backblaze:b2_command_line_tool:*:*:*:*:*:linux:*:*
pkg:pypi/b2,GHSA-8wr4-2wm6-w3pr,pypi,CVE-2022-23653,cpe:2.3:a:backblaze:b2_command_line_tool:*:*:*:*:*:mac:*:*
pkg:pypi/b2,PYSEC-2022-32,pypi,CVE-2022-23653,cpe:2.3:a:backblaze:b2_command_line_tool:*:*:*:*:*:linux:*:*
pkg:pypi/b2,PYSEC-2022-32,pypi,CVE-2022-23653,cpe:2.3:a:backblaze:b2_command_line_tool:*:*:*:*:*:mac:*:*
pkg:pypi/b2sdk,GHSA-p867-fxfr-ph2w,pypi,CVE-2022-23651,cpe:2.3:a:backblaze:b2_python_software_development_kit:*:*:*:*:*:linux:*:*
pkg:pypi/b2sdk,GHSA-p867-fxfr-ph2w,pypi,CVE-2022-23651,cpe:2.3:a:backblaze:b2_python_software_development_kit:*:*:*:*:*:mac:*:*
pkg:pypi/b2sdk,PYSEC-2022-33,pypi,CVE-2022-23651,cpe:2.3:a:backblaze:b2_python_software_development_kit:*:*:*:*:*:linux:*:*
pkg:pypi/b2sdk,PYSEC-2022-33,pypi,CVE-2022-23651,cpe:2.3:a:backblaze:b2_python_software_development_kit:*:*:*:*:*:mac:*:*
pkg:pypi/babel,GHSA-h4m5-qpfp-3mpv,pypi,CVE-2021-42771,cpe:2.3:a:pocoo:babel:*:*:*:*:*:*:*:*
pkg:pypi/babel,GHSA-h4m5-qpfp-3mpv,pypi,CVE-2021-42771,cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*
pkg:pypi/babel,PYSEC-2021-421,pypi,CVE-2021-42771,cpe:2.3:a:pocoo:babel:*:*:*:*:*:*:*:*
pkg:pypi/babel,PYSEC-2021-421,pypi,CVE-2021-42771,cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*
pkg:pypi/barbican,GHSA-p2jg-q8hw-p7gc,pypi,CVE-2022-23451,cpe:2.3:a:openstack:barbican:*:*:*:*:*:*:*:*
pkg:pypi/barbican,GHSA-p2jg-q8hw-p7gc,pypi,CVE-2022-23451,cpe:2.3:a:redhat:openstack_platform:13.0:*:*:*:*:*:*:*
pkg:pypi/barbican,GHSA-p2jg-q8hw-p7gc,pypi,CVE-2022-23451,cpe:2.3:a:redhat:openstack_platform:16.1:*:*:*:*:*:*:*
pkg:pypi/barbican,GHSA-p2jg-q8hw-p7gc,pypi,CVE-2022-23451,cpe:2.3:a:redhat:openstack_platform:16.2:*:*:*:*:*:*:*
pkg:pypi/beaker,GHSA-3cwm-7jmm-774w,pypi,CVE-2013-7489,cpe:2.3:a:beakerbrowser:beaker:*:*:*:*:*:python:*:*
pkg:pypi/beaker,PYSEC-2012-1,pypi,CVE-2012-3458,cpe:2.3:a:python:beaker:*:*:*:*:*:*:*:*
pkg:pypi/beaker,PYSEC-2020-216,pypi,CVE-2013-7489,cpe:2.3:a:beakerbrowser:beaker:*:*:*:*:*:python:*:*
pkg:pypi/beginner,PYSEC-2022-214,pypi,CVE-2022-33004,cpe:2.3:a:pypi:beginner:*:*:*:*:*:pypi:*:*
pkg:pypi/bikeshed,GHSA-87cj-px37-rc3x,pypi,CVE-2021-23422,cpe:2.3:a:bikeshed_project:bikeshed:*:*:*:*:*:*:*:*
pkg:pypi/bikeshed,GHSA-hf6p-4rv2-9qrp,pypi,CVE-2021-23423,cpe:2.3:a:bikeshed_project:bikeshed:*:*:*:*:*:*:*:*
pkg:pypi/bikeshed,PYSEC-2021-116,pypi,CVE-2021-23422,cpe:2.3:a:bikeshed_project:bikeshed:*:*:*:*:*:*:*:*
pkg:pypi/bikeshed,PYSEC-2021-117,pypi,CVE-2021-23423,cpe:2.3:a:bikeshed_project:bikeshed:*:*:*:*:*:*:*:*
pkg:pypi/binderhub,GHSA-9jjr-qqfp-ppwx,pypi,CVE-2021-39159,cpe:2.3:a:jupyter:binderhub:*:*:*:*:*:*:*:*
pkg:pypi/binwalk,GHSA-3cm8-v4mc-gppg,pypi,CVE-2022-4510,cpe:2.3:a:microsoft:binwalk:*:*:*:*:*:*:*:*
pkg:pypi/binwalk,GHSA-8m3f-g62j-3vx8,pypi,CVE-2021-4287,cpe:2.3:a:microsoft:binwalk:*:*:*:*:*:*:*:*
pkg:pypi/blackduck,GHSA-f248-v4qh-x2r6,pypi,CVE-2020-27589,cpe:2.3:a:synopsys:hub-rest-api-python:*:*:*:*:*:*:*:*
pkg:pypi/blackduck,PYSEC-2020-26,pypi,CVE-2020-27589,cpe:2.3:a:synopsys:hub-rest-api-python:*:*:*:*:*:*:*:*
pkg:pypi/blazar-dashboard,GHSA-939m-4xpw-v34v,pypi,CVE-2020-26943,cpe:2.3:a:openstack:blazar-dashboard:*:*:*:*:*:*:*:*
pkg:pypi/blazar-dashboard,GHSA-939m-4xpw-v34v,pypi,CVE-2020-26943,cpe:2.3:a:openstack:blazar-dashboard:2.0.0:*:*:*:*:*:*:*
pkg:pypi/blazar-dashboard,GHSA-939m-4xpw-v34v,pypi,CVE-2020-26943,cpe:2.3:a:openstack:blazar-dashboard:3.0.0:*:*:*:*:*:*:*
pkg:pypi/blazar-dashboard,PYSEC-2020-225,pypi,CVE-2020-26943,cpe:2.3:a:openstack:blazar-dashboard:*:*:*:*:*:*:*:*
pkg:pypi/blazar-dashboard,PYSEC-2020-225,pypi,CVE-2020-26943,cpe:2.3:a:openstack:blazar-dashboard:2.0.0:*:*:*:*:*:*:*
pkg:pypi/blazar-dashboard,PYSEC-2020-225,pypi,CVE-2020-26943,cpe:2.3:a:openstack:blazar-dashboard:3.0.0:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-m6xf-fq7q-8743,pypi,CVE-2020-6816,cpe:2.3:a:mozilla:bleach:*:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-m6xf-fq7q-8743,pypi,CVE-2020-6816,cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-m9mq-p2f9-cfqv,pypi,CVE-2018-7753,cpe:2.3:a:mozilla:bleach:2.1:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-m9mq-p2f9-cfqv,pypi,CVE-2018-7753,cpe:2.3:a:mozilla:bleach:2.1.1:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-m9mq-p2f9-cfqv,pypi,CVE-2018-7753,cpe:2.3:a:mozilla:bleach:2.1.2:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-q65m-pv3f-wr5r,pypi,CVE-2020-6802,cpe:2.3:a:mozilla:bleach:*:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-q65m-pv3f-wr5r,pypi,CVE-2020-6802,cpe:2.3:o:fedoraproject:fedora:30:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-q65m-pv3f-wr5r,pypi,CVE-2020-6802,cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-q65m-pv3f-wr5r,pypi,CVE-2020-6802,cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-vqhp-cxgc-6wmm,pypi,CVE-2020-6817,cpe:2.3:a:mozilla:bleach:*:*:*:*:*:*:*:*
pkg:pypi/bleach,GHSA-vv2x-vrpj-qqpq,pypi,CVE-2021-23980,cpe:2.3:a:mozilla:bleach:*:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2018-51,pypi,CVE-2018-7753,cpe:2.3:a:mozilla:bleach:2.1:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2018-51,pypi,CVE-2018-7753,cpe:2.3:a:mozilla:bleach:2.1.1:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2018-51,pypi,CVE-2018-7753,cpe:2.3:a:mozilla:bleach:2.1.2:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2020-27,pypi,CVE-2020-6802,cpe:2.3:a:mozilla:bleach:*:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2020-27,pypi,CVE-2020-6802,cpe:2.3:o:fedoraproject:fedora:30:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2020-27,pypi,CVE-2020-6802,cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2020-27,pypi,CVE-2020-6802,cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2020-28,pypi,CVE-2020-6816,cpe:2.3:a:mozilla:bleach:*:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2020-28,pypi,CVE-2020-6816,cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2020-340,pypi,CVE-2020-6817,cpe:2.3:a:mozilla:bleach:*:*:*:*:*:*:*:*
pkg:pypi/bleach,PYSEC-2021-865,pypi,CVE-2021-23980,cpe:2.3:a:mozilla:bleach:*:*:*:*:*:*:*:*
pkg:pypi/bodhi,PYSEC-2019-150,pypi,CVE-2017-1002152,cpe:2.3:a:redhat:bodhi:*:*:*:*:*:*:*:*
pkg:pypi/borgbackup,PYSEC-2018-105,pypi,CVE-2017-15914,cpe:2.3:a:borgbackup:borg:*:*:*:*:*:*:*:*
pkg:pypi/botframework-connector,PYSEC-2021-422,pypi,CVE-2021-1725,cpe:2.3:a:microsoft:bot_framework_software_development_kit:-:*:*:*:*:javascript:*:*
pkg:pypi/botframework-connector,PYSEC-2021-422,pypi,CVE-2021-1725,cpe:2.3:a:microsoft:bot_framework_software_development_kit:-:*:*:*:*:.net_framework:*:*
pkg:pypi/botframework-connector,PYSEC-2021-422,pypi,CVE-2021-1725,cpe:2.3:a:microsoft:bot_framework_software_development_kit:-:*:*:*:*:python:*:*
pkg:pypi/bottle,GHSA-j6f7-hghw-g437,pypi,CVE-2016-9964,cpe:2.3:a:bottlepy:bottle:0.12.10:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-j6f7-hghw-g437,pypi,CVE-2016-9964,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-qhx9-7hx7-cp4r,pypi,CVE-2020-28473,cpe:2.3:a:bottlepy:bottle:*:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-qhx9-7hx7-cp4r,pypi,CVE-2020-28473,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-xhp9-4947-rq78,pypi,CVE-2022-31799,cpe:2.3:a:bottlepy:bottle:*:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-xhp9-4947-rq78,pypi,CVE-2022-31799,cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-xhp9-4947-rq78,pypi,CVE-2022-31799,cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-xhp9-4947-rq78,pypi,CVE-2022-31799,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-xhp9-4947-rq78,pypi,CVE-2022-31799,cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*
pkg:pypi/bottle,GHSA-xhp9-4947-rq78,pypi,CVE-2022-31799,cpe:2.3:o:fedoraproject:fedora:36:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.0:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.1:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.10:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.11:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.2:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.3:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.4:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.5:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.6:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.7:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.8:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.10.9:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.11.0:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.11.1:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.11.2:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.11.3:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.11.4:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.11.5:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.11.6:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.11.7:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.12.0:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.12.1:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.12.2:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.12.3:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.12.4:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2014-77,pypi,CVE-2014-3137,cpe:2.3:a:bottlepy:bottle:0.12.5:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2016-24,pypi,CVE-2016-9964,cpe:2.3:a:bottlepy:bottle:0.12.10:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2016-24,pypi,CVE-2016-9964,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2021-129,pypi,CVE-2020-28473,cpe:2.3:a:bottlepy:bottle:*:*:*:*:*:*:*:*
pkg:pypi/bottle,PYSEC-2021-129,pypi,CVE-2020-28473,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*
pkg:pypi:bottle,PYSEC-2022-227,pypi,CVE-2022-31799,cpe:2.3:a:bottlepy:bottle:*:*:*:*:*:*:*:*
pkg:pypi:bottle,PYSEC-2022-227,pypi,CVE-2022-31799,cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*
pkg:pypi:bottle,PYSEC-2022-227,pypi,CVE-2022-31799,cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*
pkg:pypi:bottle,PYSEC-2022-227,pypi,CVE-2022-31799,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*
pkg:pypi:bottle,PYSEC-2022-227,pypi,CVE-2022-31799,cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*
pkg:pypi:bottle,PYSEC-2022-227,pypi,CVE-2022-31799,cpe:2.3:o:fedoraproject:fedora:36:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:a:google:brotli:*:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:a:microsoft:.net:*:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:a:microsoft:.net_core:*:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:a:microsoft:powershell:*:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:a:microsoft:visual_studio_2019:*:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:a:microsoft:visual_studio_2022:*:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:a:microsoft:visual_studio_2022:17.1:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:canonical:ubuntu_linux:16.04:*:*:*:esm:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:canonical:ubuntu_linux:18.04:*:*:*:lts:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:canonical:ubuntu_linux:20.04:*:*:*:lts:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:debian:debian_linux:10.0:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:fedoraproject:fedora:31:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:fedoraproject:fedora:35:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:fedoraproject:fedora:36:*:*:*:*:*:*:*
pkg:pypi/brotli,PYSEC-2020-29,pypi,CVE-2020-8927,cpe:2.3:o:opensuse:leap:15.2:*:*:*:*:*:*:*
pkg:pypi/bsdiff4,PYSEC-2020-30,pypi,CVE-2020-15904,cpe:2.3:a:pypi:bsdiff4:*:*:*:*:*:*:*:*
